Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-12,02:20,CNR4452548,Success,CUST5531,Prime Sedan,Bellandur,Banaswadi,5.55,11.2,0,,0,,0,,414,15.7,4.5,4
2026-03-07,21:15,CNR3109380,Incomplete,CUST1578,Auto,Brigade Road,Frazer Town,,,0,,0,,1,Other Issue,,,,
2026-03-19,15:08,CNR5895166,Success,CUST7016,Bike,Yelahanka,Chandapura,2.14,10.51,0,,0,,0,,169,18.27,3.2,4.8
2026-03-21,06:57,CNR7226635,Success,CUST7456,Prime Sedan,Bommanahalli,Frazer Town,9.46,13.11,0,,0,,0,,1100,23.42,4.9,4
2026-03-24,02:55,CNR7197084,Success,CUST3434,Mini,Basavanagudi,Malleshwaram,14.64,24.04,0,,0,,0,,139,17.26,3.4,3.2
2026-03-04,18:25,CNR6007785,Cancelled by Customer,CUST8188,eBike,HSR Layout,Airport Road,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-28,21:19,CNR5863555,Success,CUST7060,Prime Plus,Devanahalli,CV Raman Nagar,11.65,23.05,0,,0,,0,,1131,5.08,3.2,4
2026-03-16,18:52,CNR3067763,Success,CUST6956,Prime SUV,Domlur,Brigade Road,8.28,8.21,0,,0,,0,,663,7.42,4.9,3.8
2026-03-29,17:22,CNR7644230,Success,CUST3821,Prime Sedan,Devanahalli,Electronic City,3.1,12.21,0,,0,,0,,342,13.23,4.7,4.1
2026-03-10,07:45,CNR6160369,Cancelled by Customer,CUST1405,Prime SUV,Bommanahalli,Brigade Road,,,1,AC is not working,0,,0,,,,,
2026-03-27,23:55,CNR9155429,Success,CUST4668,Prime SUV,Ulsoor,Rajajinagar,6.05,24.06,0,,0,,0,,679,7.04,3.8,4.1
2026-03-01,17:33,CNR6956607,Success,CUST1073,Prime Plus,Basavanagudi,Kadugodi,5.21,18.76,0,,0,,0,,256,6.39,3.5,4.8
2026-03-19,07:06,CNR4528813,Cancelled by Driver,CUST9958,Prime SUV,Banashankari,KR Puram,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,01:19,CNR2509641,Success,CUST3664,eBike,Peenya,Koramangala,14.37,21.29,0,,0,,0,,121,4.9,4.5,4.9
2026-03-04,16:35,CNR7010560,Success,CUST3351,Prime Sedan,Ulsoor,Kanakapura Road,7.62,22.49,0,,0,,0,,202,15.01,4.5,4.5
2026-03-12,07:37,CNR3918987,Incomplete,CUST2923,Auto,Bommanahalli,Kadugodi,,,0,,0,,1,Other Issue,,,,
2026-03-29,01:45,CNR8366688,Success,CUST5110,Mini,Bellandur,Banaswadi,8.92,23.93,0,,0,,0,,428,23.34,4.7,3.4
2026-03-25,09:16,CNR7728013,Incomplete,CUST4619,Auto,Kadugodi,Banaswadi,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-22,09:40,CNR5179031,Success,CUST6634,Prime Plus,HSR Layout,Brookefield,3.98,12.35,0,,0,,0,,153,23.06,4.1,4
2026-03-22,17:06,CNR5513559,Success,CUST6273,Prime SUV,HSR Layout,Ramamurthy Nagar,13.06,14.02,0,,0,,0,,273,12.9,4.1,3
2026-03-28,17:37,CNR6272904,Success,CUST7989,Bike,KR Puram,Basavanagudi,4.7,21.03,0,,0,,0,,1212,13.56,4.9,3.9
2026-03-22,10:37,CNR8797510,Success,CUST9756,Auto,Nagawara,Bommanahalli,7.64,10.28,0,,0,,0,,127,22.4,3.8,4.2
2026-03-04,19:48,CNR9963988,Success,CUST4359,Prime Plus,Sarjapur,Whitefield,5.16,6.82,0,,0,,0,,428,15.43,3,3.3
2026-03-18,03:30,CNR4819935,Cancelled by Driver,CUST3973,eBike,Electronic City,MG Road,,,0,,1,Customer related issue,0,,,,,
2026-03-15,18:38,CNR6983445,Success,CUST8097,Prime Sedan,Malleshwaram,CV Raman Nagar,9.91,13.61,0,,0,,0,,138,16.63,4.5,4.5
2026-03-12,07:26,CNR7110666,Success,CUST9656,Prime Plus,ITPL,Sarjapur,7.26,11.44,0,,0,,0,,307,19.27,4.6,4.9
2026-03-15,00:23,CNR3129300,Success,CUST2537,Bike,Whitefield,Devanahalli,3.03,15.9,0,,0,,0,,590,10.62,3.2,3.9
2026-03-26,23:05,CNR5008252,Cancelled by Driver,CUST8835,Prime SUV,Indiranagar,MG Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-29,10:33,CNR7784583,Success,CUST5579,Auto,Richmond Town,Bommanahalli,13.7,23.52,0,,0,,0,,434,18.19,3.7,4.3
2026-03-13,23:29,CNR2375613,Cancelled by Customer,CUST2401,Prime SUV,Banaswadi,Banashankari,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-29,02:24,CNR4191481,Cancelled by Customer,CUST9104,Prime Sedan,Banashankari,Nagawara,,,1,Change of plans,0,,0,,,,,
2026-03-21,02:28,CNR8008186,Cancelled by Driver,CUST3123,Prime Sedan,Peenya,Ulsoor,,,0,,1,Customer related issue,0,,,,,
2026-03-03,09:11,CNR2334324,Success,CUST5971,Prime Plus,Bellandur,Banaswadi,13.67,15.56,0,,0,,0,,470,6.79,3.8,4.3
2026-03-30,01:41,CNR4204755,Success,CUST9523,Prime Sedan,ITPL,Ramamurthy Nagar,5.53,21,0,,0,,0,,373,16.29,4.6,3
2026-03-15,14:10,CNR4256843,Cancelled by Driver,CUST5894,Prime SUV,Horamavu,Anekal,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-18,03:03,CNR8449884,Success,CUST7849,Bike,Sahakar Nagar,Vijayanagar,11.21,11.29,0,,0,,0,,747,7.69,5,3.1
2026-03-06,10:06,CNR1661186,Incomplete,CUST7488,Prime SUV,Sahakar Nagar,Whitefield,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-01,18:55,CNR2365324,Incomplete,CUST1216,Auto,HSR Layout,RR Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-19,19:40,CNR4310205,Cancelled by Customer,CUST8053,Prime Sedan,Sarjapur,Kalyan Nagar,,,1,AC is not working,0,,0,,,,,
2026-03-10,09:23,CNR5073435,Incomplete,CUST3764,Auto,Nagawara,Bannerghatta Road,,,0,,0,,1,Customer Demand,,,,
2026-03-27,13:50,CNR4608676,Cancelled by Customer,CUST7326,eBike,Brigade Road,Ramamurthy Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-30,08:23,CNR4858060,Success,CUST1586,eBike,Anekal,Kalyan Nagar,4.39,17.47,0,,0,,0,,622,19.48,4.5,3.8
2026-03-06,18:07,CNR9620364,Success,CUST7758,Mini,Koramangala,Koramangala,8.87,7.09,0,,0,,0,,139,23.1,3.7,4.7
2026-03-08,04:01,CNR6192099,Success,CUST1272,Mini,Electronic City,Banaswadi,8.33,22.59,0,,0,,0,,996,24.35,4.8,5
2026-03-02,15:02,CNR7851797,Cancelled by Driver,CUST8050,Prime Sedan,Dasarahalli,Devanahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-26,19:07,CNR7249055,Success,CUST2937,Prime Sedan,Electronic City,HSR Layout,2.74,18.79,0,,0,,0,,690,18.52,4.7,3.4
2026-03-12,09:21,CNR4774370,Success,CUST2945,Bike,Airport Road,Yelahanka,8.84,23.48,0,,0,,0,,213,16,3.8,3.7
2026-03-04,11:25,CNR6083088,Success,CUST7202,Prime Sedan,Chandapura,Mahadevapura,4.8,13.2,0,,0,,0,,365,18.36,3.7,3.5
2026-03-06,02:17,CNR1379641,Cancelled by Customer,CUST4847,eBike,ITPL,Bommanahalli,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-25,01:34,CNR6028690,Success,CUST6921,Prime Plus,Mahadevapura,Basavanagudi,13.62,14.07,0,,0,,0,,484,15.87,4.5,3.4
2026-03-08,17:25,CNR5427248,Cancelled by Driver,CUST3723,eBike,Devanahalli,Hennur,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-24,18:37,CNR4950784,Success,CUST2554,eBike,Ulsoor,Ramamurthy Nagar,9.81,13.6,0,,0,,0,,999,21.63,4.6,4.8
2026-03-12,18:52,CNR5924938,Success,CUST2433,Prime SUV,Hebbal,Banaswadi,4.09,9.85,0,,0,,0,,388,2.89,4.9,4.2
2026-03-04,17:11,CNR1598404,Incomplete,CUST5192,Mini,CV Raman Nagar,Silk Board,,,0,,0,,1,Customer Demand,,,,
2026-03-25,03:32,CNR6477240,Success,CUST9541,Prime Sedan,Brookefield,JP Nagar,9.53,11.37,0,,0,,0,,164,21.06,3.7,3.2
2026-03-21,10:16,CNR3922929,Cancelled by Driver,CUST4770,eBike,Vijayanagar,Rajajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-10,14:34,CNR7130603,Cancelled by Driver,CUST9176,eBike,Shivajinagar,Nagawara,,,0,,1,Customer related issue,0,,,,,
2026-03-23,17:43,CNR2509858,Success,CUST4156,Prime SUV,Hebbal,Hennur,12.55,14.14,0,,0,,0,,518,8.17,5,3.3
2026-03-22,05:25,CNR6590510,Success,CUST1795,Prime SUV,Bannerghatta Road,Rajajinagar,2.94,16.41,0,,0,,0,,519,2.91,4.4,4.7
2026-03-15,01:41,CNR7315046,Success,CUST9055,Auto,Shivajinagar,Vijayanagar,5.78,19.44,0,,0,,0,,1039,1.42,4.9,3.2
2026-03-11,02:50,CNR2436577,Success,CUST8416,Prime Plus,BTM Layout,Rajajinagar,4.96,7.32,0,,0,,0,,641,2.54,3.6,3.6
2026-03-26,02:01,CNR1481762,Success,CUST7694,eBike,Sahakar Nagar,Vijayanagar,3.62,15.89,0,,0,,0,,454,5.92,4.5,3.4
2026-03-29,12:24,CNR1858584,Success,CUST1926,Mini,Domlur,Airport Road,8.79,23.23,0,,0,,0,,60,14.41,3.8,5
2026-03-06,04:53,CNR2749986,Cancelled by Driver,CUST7531,Prime Plus,Sarjapur,Jayanagar,,,0,,1,Customer related issue,0,,,,,
2026-03-28,11:56,CNR4609582,Cancelled by Driver,CUST4361,Prime Plus,CV Raman Nagar,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-06,18:54,CNR4254956,Success,CUST4492,Bike,Bommanahalli,Brookefield,2.63,7.55,0,,0,,0,,730,14.62,4.4,3.3
2026-03-25,10:04,CNR8685496,Success,CUST8876,Prime Sedan,HSR Layout,Anekal,6.06,9.1,0,,0,,0,,112,12.75,3.9,4.5
2026-03-09,11:37,CNR5872770,Incomplete,CUST1505,Auto,Richmond Town,Richmond Town,,,0,,0,,1,Other Issue,,,,
2026-03-01,22:03,CNR7957830,Success,CUST2227,Bike,Chandapura,Outer Ring Road,3.24,15.66,0,,0,,0,,519,9.56,4.1,4.8
2026-03-25,22:32,CNR8115353,Success,CUST9401,Mini,MG Road,Brookefield,4.56,23.23,0,,0,,0,,325,18.53,4.5,3
2026-03-08,04:44,CNR1235294,Success,CUST1375,Auto,Banashankari,Ramamurthy Nagar,6.01,24.17,0,,0,,0,,174,23.59,4.9,4
2026-03-13,04:54,CNR3180282,Incomplete,CUST6317,Bike,Jayanagar,Shivajinagar,,,0,,0,,1,Customer Demand,,,,
2026-03-29,16:17,CNR4908456,Success,CUST8075,Auto,Basavanagudi,RR Nagar,2.83,17.51,0,,0,,0,,669,21.12,4.1,4.5
2026-03-23,19:35,CNR9772085,Cancelled by Customer,CUST1470,Prime Sedan,Vijayanagar,ITPL,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-07,05:36,CNR1408689,Cancelled by Driver,CUST1448,Prime Plus,Ramamurthy Nagar,Kanakapura Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-10,16:13,CNR2070017,Success,CUST2717,Mini,Anekal,Chandapura,7.94,10.39,0,,0,,0,,648,14.84,3.1,4.7
2026-03-23,21:09,CNR4913467,Incomplete,CUST6829,eBike,Bommanahalli,Banashankari,,,0,,0,,1,Customer Demand,,,,
2026-03-30,11:06,CNR1716319,Cancelled by Customer,CUST9448,Auto,MG Road,Malleshwaram,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-17,06:15,CNR6859976,Cancelled by Driver,CUST8175,Mini,Shivajinagar,BTM Layout,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-13,14:54,CNR3956721,Success,CUST4915,Auto,Kadugodi,Chandapura,11.62,10.07,0,,0,,0,,168,10.08,4.7,4.5
2026-03-27,19:11,CNR5367444,Success,CUST1929,Prime Plus,Brookefield,Yelahanka,11.86,14.71,0,,0,,0,,196,9.76,4.2,3.9
2026-03-06,10:32,CNR3652788,Success,CUST8647,eBike,Basavanagudi,Yelahanka,14.42,18.69,0,,0,,0,,276,8.88,4.3,3.6
2026-03-16,01:41,CNR9339537,Success,CUST8742,Auto,ITPL,Sarjapur,6.97,24.11,0,,0,,0,,160,20.7,3.8,3.8
2026-03-29,17:01,CNR5804775,Cancelled by Driver,CUST6636,Mini,Basavanagudi,Rajajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-26,02:16,CNR7626909,Success,CUST3624,Prime Plus,BTM Layout,HSR Layout,9.77,15.14,0,,0,,0,,85,20.16,3.3,3
2026-03-14,11:18,CNR3477143,Success,CUST2602,Bike,Nagawara,Vijayanagar,5.15,19.25,0,,0,,0,,397,1.87,4.5,4.2
2026-03-09,15:53,CNR3309870,Success,CUST7570,Mini,Kanakapura Road,Peenya,9.01,18.42,0,,0,,0,,1163,8.87,3.7,3.3
2026-03-13,03:39,CNR7371056,Success,CUST5366,Bike,Brookefield,Ulsoor,2,11.04,0,,0,,0,,251,10.35,3.2,4.4
2026-03-26,05:50,CNR1917858,Cancelled by Customer,CUST8562,Mini,Yelahanka,Kadugodi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-27,02:48,CNR8284134,Success,CUST1184,Mini,Domlur,Dasarahalli,13.38,13.13,0,,0,,0,,456,5.59,4.7,3.2
2026-03-24,10:44,CNR1234098,Success,CUST5530,eBike,JP Nagar,Sahakar Nagar,12.37,13.87,0,,0,,0,,276,12.4,4.8,3
2026-03-20,09:59,CNR2176082,Cancelled by Driver,CUST5972,eBike,Vijayanagar,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-21,00:01,CNR7661349,Cancelled by Driver,CUST7370,Bike,Brigade Road,Hennur,,,0,,1,Customer related issue,0,,,,,
2026-03-11,05:57,CNR7278670,Cancelled by Driver,CUST6603,eBike,Sarjapur,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-30,22:40,CNR1472354,Success,CUST7393,Mini,Peenya,Outer Ring Road,12.46,23.67,0,,0,,0,,309,3.36,3.1,4.3
2026-03-29,08:30,CNR9987907,Success,CUST8777,Prime SUV,Shivajinagar,Nagawara,5.39,23.48,0,,0,,0,,528,24.95,3,4.8
2026-03-05,22:23,CNR7812424,Success,CUST8762,Prime Sedan,Bommanahalli,Vijayanagar,2.8,18.42,0,,0,,0,,108,9.68,3.6,4.2
2026-03-06,02:08,CNR1702254,Incomplete,CUST8124,Prime SUV,Banaswadi,JP Nagar,,,0,,0,,1,Customer Demand,,,,
2026-03-17,12:28,CNR4877612,Cancelled by Customer,CUST9109,Prime SUV,Indiranagar,Peenya,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-03,06:24,CNR8775743,Cancelled by Driver,CUST6738,eBike,Brookefield,Chandapura,,,0,,1,More than permitted people in there,0,,,,,
2026-03-20,10:18,CNR8861980,Cancelled by Driver,CUST9186,Auto,Sahakar Nagar,Jayanagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-15,15:26,CNR8987672,Success,CUST2614,eBike,Kanakapura Road,Banaswadi,5.44,10.56,0,,0,,0,,169,8.37,4.6,3.7
2026-03-04,06:52,CNR5121414,Cancelled by Customer,CUST6557,Prime SUV,Indiranagar,Devanahalli,,,1,Change of plans,0,,0,,,,,
2026-03-04,14:57,CNR7519050,Incomplete,CUST3133,Mini,Mahadevapura,Sahakar Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-05,00:19,CNR9112932,Incomplete,CUST2026,eBike,Koramangala,Hennur,,,0,,0,,1,Customer Demand,,,,
2026-03-22,02:13,CNR3751352,Success,CUST5645,Prime SUV,ITPL,Bannerghatta Road,9.89,15.37,0,,0,,0,,360,13.49,4.7,4.9
2026-03-22,05:21,CNR4058258,Cancelled by Driver,CUST4707,Prime SUV,Malleshwaram,Shivajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-12,03:22,CNR1001677,Success,CUST1975,eBike,Devanahalli,KR Puram,8.19,17.32,0,,0,,0,,225,15.87,4.7,3
2026-03-02,22:02,CNR9489827,Success,CUST7608,Prime SUV,Brookefield,Mahadevapura,3,21.56,0,,0,,0,,725,1.82,4.1,4
2026-03-01,08:27,CNR2574686,Success,CUST8455,Prime Sedan,Richmond Town,Koramangala,8.12,19.84,0,,0,,0,,402,17.92,3.9,4.5
2026-03-03,03:25,CNR6111109,Success,CUST9225,Prime Plus,Mahadevapura,Nagawara,7.38,6.58,0,,0,,0,,209,22.85,3.4,3.6
2026-03-29,19:17,CNR1735204,Cancelled by Customer,CUST8561,eBike,Koramangala,Shivajinagar,,,1,Change of plans,0,,0,,,,,
2026-03-05,18:58,CNR8282042,Success,CUST2142,Prime Plus,Dasarahalli,Airport Road,11.84,8.31,0,,0,,0,,264,12.18,3.9,3.5
2026-03-21,21:50,CNR6123922,Incomplete,CUST8326,eBike,ITPL,Electronic City,,,0,,0,,1,Other Issue,,,,
2026-03-27,02:49,CNR5423924,Success,CUST1572,eBike,Whitefield,Basavanagudi,6.95,18.04,0,,0,,0,,398,12.64,4.8,3.9
2026-03-01,21:18,CNR4964094,Cancelled by Driver,CUST2956,eBike,Devanahalli,Jayanagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-27,09:21,CNR2135712,Incomplete,CUST1447,eBike,Basavanagudi,Outer Ring Road,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-04,02:19,CNR6020205,Success,CUST6713,Mini,Mahadevapura,Airport Road,5.85,18.67,0,,0,,0,,869,24.83,4.8,4
2026-03-07,20:37,CNR4768299,Success,CUST6092,eBike,ITPL,Outer Ring Road,2.36,16.5,0,,0,,0,,456,11.02,3.7,4.8
2026-03-19,16:32,CNR8133936,Cancelled by Customer,CUST2435,Prime SUV,Outer Ring Road,Malleshwaram,,,1,Change of plans,0,,0,,,,,
2026-03-26,12:26,CNR1392830,Incomplete,CUST1493,Mini,Ulsoor,RR Nagar,,,0,,0,,1,Customer Demand,,,,
2026-03-24,04:06,CNR7189510,Success,CUST6595,eBike,JP Nagar,Bellandur,4.4,14.59,0,,0,,0,,536,9.46,4.1,5
2026-03-08,09:11,CNR6702706,Success,CUST4623,Prime Plus,MG Road,Hebbal,14.27,9.26,0,,0,,0,,280,6.91,3.3,4.2
2026-03-06,03:50,CNR9142750,Success,CUST2364,Prime SUV,BTM Layout,Richmond Town,14.37,10.33,0,,0,,0,,374,23.42,3.4,4.8
2026-03-25,11:15,CNR1337343,Success,CUST9509,Mini,Rajajinagar,Electronic City,3.11,18.82,0,,0,,0,,810,23.26,3.5,4.3
2026-03-01,09:48,CNR8822225,Success,CUST9158,eBike,Airport Road,Dasarahalli,5.2,16.43,0,,0,,0,,477,14.56,3.4,3.3
2026-03-14,15:01,CNR5420700,Success,CUST8141,Prime SUV,Jayanagar,Malleshwaram,9.74,22.43,0,,0,,0,,570,19.3,3.9,3.4
2026-03-21,13:31,CNR9220113,Success,CUST2546,eBike,Ramamurthy Nagar,Nagawara,11.5,19.58,0,,0,,0,,543,13.58,4.8,4.4
2026-03-15,04:01,CNR1791281,Success,CUST2128,Prime Plus,Dasarahalli,Sahakar Nagar,10.77,21.44,0,,0,,0,,1003,5.31,4.3,5
2026-03-15,15:04,CNR3208890,Success,CUST2077,Prime SUV,Rajajinagar,Bellandur,5.85,23.29,0,,0,,0,,2194,11.27,4.1,4.3
2026-03-06,04:50,CNR3823568,Cancelled by Driver,CUST9342,Prime Sedan,CV Raman Nagar,KR Puram,,,0,,1,More than permitted people in there,0,,,,,
2026-03-05,03:47,CNR3072407,Incomplete,CUST8085,Prime Plus,Kalyan Nagar,Chandapura,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-29,17:48,CNR5280453,Cancelled by Driver,CUST4460,Prime SUV,Koramangala,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-06,10:41,CNR7680889,Cancelled by Driver,CUST6928,eBike,KR Puram,Shivajinagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-23,23:57,CNR2810498,Success,CUST6256,Auto,HSR Layout,Outer Ring Road,5.45,20.78,0,,0,,0,,256,7.14,3.9,3
2026-03-21,23:05,CNR1224444,Cancelled by Customer,CUST6654,Bike,Kalyan Nagar,Shivajinagar,,,1,Change of plans,0,,0,,,,,
2026-03-27,16:12,CNR1432315,Cancelled by Driver,CUST7728,Prime Sedan,Chandapura,Basavanagudi,,,0,,1,Customer related issue,0,,,,,
2026-03-06,03:26,CNR4586867,Success,CUST9283,Prime Plus,Outer Ring Road,Kanakapura Road,10.27,11.42,0,,0,,0,,452,6.34,4.2,3.9
2026-03-23,07:44,CNR1529166,Success,CUST9100,Auto,Vijayanagar,Jayanagar,6.47,6.74,0,,0,,0,,898,9.31,4.1,4.5
2026-03-11,11:08,CNR5490734,Incomplete,CUST3933,Prime Sedan,Electronic City,Koramangala,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-12,01:02,CNR1444639,Success,CUST9127,Mini,Frazer Town,Whitefield,12.06,5.55,0,,0,,0,,78,18.23,4.9,3.2
2026-03-04,20:39,CNR5800975,Success,CUST7137,Prime Plus,CV Raman Nagar,Banaswadi,3.85,11.34,0,,0,,0,,796,4.53,3.3,4
2026-03-09,05:43,CNR1533555,Success,CUST2758,Auto,Chandapura,Bannerghatta Road,10.64,6.85,0,,0,,0,,1682,21.63,3.1,4.1
2026-03-04,17:43,CNR1025457,Incomplete,CUST5982,Bike,Silk Board,BTM Layout,,,0,,0,,1,Other Issue,,,,
2026-03-13,17:45,CNR7386206,Success,CUST9713,Prime Sedan,Silk Board,Banaswadi,3.87,6.7,0,,0,,0,,380,3.5,4.4,3.1
2026-03-24,16:27,CNR1512063,Success,CUST3762,eBike,Airport Road,Mahadevapura,7.04,8.71,0,,0,,0,,149,18.54,4.5,3.3
2026-03-07,02:29,CNR4420523,Cancelled by Customer,CUST4429,Prime SUV,Electronic City,Shivajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-25,07:25,CNR3868602,Success,CUST4655,Prime Plus,Chandapura,Dasarahalli,12.14,19.34,0,,0,,0,,358,7.88,3.1,4.7
2026-03-14,14:05,CNR1939093,Success,CUST6882,eBike,Kanakapura Road,Richmond Town,5.24,23.86,0,,0,,0,,424,9.12,4.9,4.6
2026-03-13,06:52,CNR7299728,Success,CUST5008,eBike,JP Nagar,Outer Ring Road,3.16,21.36,0,,0,,0,,403,24.81,4.5,4.3
2026-03-07,22:39,CNR3554494,Success,CUST2396,Prime Plus,Peenya,Malleshwaram,5.61,16.89,0,,0,,0,,924,11.47,4.3,4.9
2026-03-06,14:23,CNR7518702,Cancelled by Customer,CUST2452,Prime Plus,Nagawara,Jayanagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-08,16:34,CNR6006912,Cancelled by Customer,CUST4144,Mini,Banashankari,Richmond Town,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-22,12:24,CNR5500069,Success,CUST4383,Mini,Shivajinagar,Silk Board,8.27,17.92,0,,0,,0,,438,4.22,3.8,4.7
2026-03-21,12:02,CNR2364363,Success,CUST1466,Mini,Jayanagar,Peenya,3.19,18.23,0,,0,,0,,878,4.34,3,3.5
2026-03-24,22:10,CNR2630640,Cancelled by Driver,CUST2842,Prime Sedan,Kadugodi,Devanahalli,,,0,,1,More than permitted people in there,0,,,,,
2026-03-05,21:41,CNR9588219,Success,CUST6562,Prime SUV,Shivajinagar,Chandapura,3.28,11.68,0,,0,,0,,743,3.26,3.7,4.2
2026-03-01,11:37,CNR4614200,Success,CUST3326,Prime Sedan,Outer Ring Road,Shivajinagar,3.28,18.39,0,,0,,0,,260,24.98,3.4,3.5
2026-03-09,06:14,CNR9728978,Cancelled by Driver,CUST9674,Prime Sedan,Vijayanagar,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-14,19:54,CNR8185977,Success,CUST4336,Mini,Hebbal,Bellandur,11.36,10.72,0,,0,,0,,1045,17.71,4.6,3.7
2026-03-01,16:26,CNR9787872,Success,CUST4507,Bike,Whitefield,BTM Layout,13.79,23.36,0,,0,,0,,318,18.93,3.5,4.6
2026-03-04,13:55,CNR7502651,Success,CUST9918,Prime SUV,Electronic City,Bellandur,11.61,21.8,0,,0,,0,,369,11.55,4.7,3.9
2026-03-16,20:07,CNR5807432,Success,CUST9931,Auto,Nagawara,Yelahanka,14.65,18.66,0,,0,,0,,808,10.69,4.2,4.4
2026-03-04,11:34,CNR9471742,Success,CUST1922,Prime SUV,Dasarahalli,Marathahalli,4.12,11.55,0,,0,,0,,623,3.94,3.8,3.1
2026-03-03,23:35,CNR7440603,Success,CUST3315,Prime Sedan,Malleshwaram,ITPL,10.89,18.91,0,,0,,0,,103,21.01,4.8,4.6
2026-03-25,08:18,CNR2636176,Success,CUST4886,Prime Plus,Airport Road,Banashankari,12.58,13.43,0,,0,,0,,266,19.63,3.5,3.8
2026-03-09,10:00,CNR7075410,Cancelled by Customer,CUST5705,eBike,Dasarahalli,Frazer Town,,,1,AC is not working,0,,0,,,,,
2026-03-28,02:46,CNR4270514,Success,CUST4050,Auto,RR Nagar,ITPL,3.31,8.89,0,,0,,0,,116,23.24,4.7,3.8
2026-03-16,01:56,CNR1822351,Cancelled by Customer,CUST7249,Auto,Kalyan Nagar,Airport Road,,,1,Wrong Address,0,,0,,,,,
2026-03-14,10:09,CNR4603879,Cancelled by Driver,CUST8022,Prime SUV,Indiranagar,Nagawara,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-21,13:31,CNR2833397,Success,CUST7808,Prime Plus,Kadugodi,Ramamurthy Nagar,11.74,17.27,0,,0,,0,,440,18.7,3.3,3.8
2026-03-28,05:57,CNR7369360,Success,CUST9937,Prime Sedan,Kanakapura Road,MG Road,8.29,21.97,0,,0,,0,,204,17.09,4.2,3.5
2026-03-29,09:00,CNR8054012,Cancelled by Driver,CUST1614,Auto,Whitefield,Mahadevapura,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-25,00:43,CNR2400068,Success,CUST9535,Mini,Whitefield,Sahakar Nagar,9.62,22.53,0,,0,,0,,206,11.24,3.8,3.5
2026-03-12,20:07,CNR7421284,Cancelled by Driver,CUST9152,Prime Plus,Kadugodi,Richmond Town,,,0,,1,Customer related issue,0,,,,,
2026-03-24,21:55,CNR1342930,Success,CUST4659,Bike,Bellandur,Kalyan Nagar,7.55,17.36,0,,0,,0,,159,12.7,3.5,4.8
2026-03-16,02:47,CNR6829332,Success,CUST7469,eBike,Brigade Road,RR Nagar,8.37,11.66,0,,0,,0,,897,16.96,4.2,4.4
2026-03-24,13:54,CNR7447537,Success,CUST1642,Bike,Rajajinagar,Brookefield,14.26,14.1,0,,0,,0,,163,4.03,3.6,4.2
2026-03-22,08:37,CNR7163070,Success,CUST6998,eBike,Airport Road,HSR Layout,13.73,23.86,0,,0,,0,,264,2.41,4.2,4.9
2026-03-13,02:13,CNR5093921,Cancelled by Customer,CUST4218,Bike,Domlur,Brigade Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
